S47491728,Mute Swan,Cygnus olor,328,9,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-13-2018,04:53 PM,eBird - Stationary Count,10,1,,,1
S47491237,Mute Swan,Cygnus olor,328,9,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-20-2018,05:36 PM,eBird - Stationary Count,5,1,,,1
S47332888,Mute Swan,Cygnus olor,328,9,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-21-2018,08:11 AM,eBird - Stationary Count,10,1,,,1
S47482616,Mute Swan,Cygnus olor,328,8,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-27-2018,04:35 PM,eBird - Traveling Count,6,1,.214,,1,FL Recently Fledged Young,Pair of adults and six cygnets.,"F2 S, dry, mild, good visibility and 8/8 cloud cover."
S47645415,Mute Swan,Cygnus olor,328,8,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-31-2018,05:53 PM,eBird - Stationary Count,10,1,,,1
S47821685,Mute Swan,Cygnus olor,328,9,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-07-2018,06:20 PM,eBird - Stationary Count,10,1,,,1
S47821673,Mute Swan,Cygnus olor,328,8,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-10-2018,05:58 PM,eBird - Traveling Count,10,1,.676,,1
S47898695,Mute Swan,Cygnus olor,328,8,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-11-2018,08:36 AM,eBird - Stationary Count,10,1,,,1
S47858228,Mute Swan,Cygnus olor,328,8,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-15-2018,01:50 PM,eBird - Stationary Count,30,1,,,1
S48009107,Mute Swan,Cygnus olor,328,6,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-20-2018,06:09 PM,eBird - Traveling Count,10,1,.306,,1
S48287954,Mute Swan,Cygnus olor,328,4,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-27-2018,11:53 AM,eBird - Stationary Count,23,1,,,1
S48287969,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-31-2018,12:33 PM,eBird - Stationary Count,22,1,,,1
S48493759,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-05-2018,11:45 AM,eBird - Traveling Count,18,1,.612,,1
S48493757,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-11-2018,06:05 PM,eBird - Traveling Count,9,1,.563,,1
S49136450,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-18-2018,08:29 AM,eBird - Stationary Count,10,1,,,1
S48940980,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-21-2018,05:39 PM,eBird - Stationary Count,10,1,,,1
S48940974,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-22-2018,08:23 AM,eBird - Stationary Count,9,1,,,2
S48664392,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-22-2018,11:45 AM,eBird - Traveling Count,7,1,.181,,1,,,"Calm, dry, mild, good visibility and 8/8 cloud cover. "
S49136437,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-25-2018,08:00 AM,eBird - Stationary Count,10,1,,,1
S48940971,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-28-2018,05:58 PM,eBird - Stationary Count,6,1,,,1
S49136429,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-02-2018,09:58 AM,eBird - Stationary Count,10,1,,,1
S48982596,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-05-2018,05:53 PM,eBird - Traveling Count,10,1,.386,,2
S49136414,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-09-2018,10:00 AM,eBird - Stationary Count,10,1,,,1
S49618354,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-16-2018,10:26 AM,eBird - Stationary Count,10,1,,,1
S49618348,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-23-2018,08:25 AM,eBird - Stationary Count,10,1,,,1
S49618344,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-30-2018,10:01 AM,eBird - Stationary Count,10,1,,,1
S49619000,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-02-2018,03:14 PM,eBird - Traveling Count,8,1,.386,,1
S49945707,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-04-2018,01:44 PM,eBird - Stationary Count,5,1,,,1
S49945697,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-08-2018,11:59 AM,eBird - Stationary Count,10,1,,,1
S49821811,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-10-2018,10:53 AM,eBird - Stationary Count,7,1,,,6,,,"With Kevin Cathcart, Ellie Roark, Casey Patmore, Des Higgins, and Niall Keogh."
S50653394,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-24-2018,10:32 AM,eBird - Stationary Count,8,1,,,1
S50653373,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,12-14-2018,01:47 PM,eBird - Stationary Count,5,1,,,1
S51520292,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,01-03-2019,02:51 PM,eBird - Stationary Count,5,1,,,1
S51520276,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,01-10-2019,02:12 PM,eBird - Stationary Count,5,1,,,1
S43059767,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,05-20-2015,02:00 PM,Historical,,0,,,6,P Pair in Suitable Habitat,,"Twitched the Ring-necked Duck found here by Des Higgins. Noel Keogh, David Kelleghan, Barry McMahon and Ian Stevenson also present."
S43060603,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-24-2015,,Historical,,0,,,1,,Pair
S43502820,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,03-09-2018,01:15 PM,eBird - Traveling Count,7,1,.17,,2,,,"Birding with Sean Kelly. F1 E, cool, dry, good visibility and 8/8 cloud cover."
S43828338,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,03-15-2018,02:49 PM,eBird - Traveling Count,14,1,.515,,1
S43905529,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,03-22-2018,06:12 PM,eBird - Traveling Count,9,1,.869,,1
S44585996,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,04-13-2018,06:34 PM,eBird - Traveling Count,25,1,1.77,,2,P Pair in Suitable Habitat
S45188505,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,04-21-2018,10:17 AM,eBird - Traveling Count,17,1,.917,,1,ON Occupied Nest
S45188511,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,04-26-2018,04:41 PM,eBird - Traveling Count,14,1,.692,,1
S45449683,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,05-05-2018,11:00 AM,eBird - Traveling Count,25,1,1.127,,1,P Pair in Suitable Habitat
S45676650,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,05-12-2018,10:28 AM,eBird - Traveling Count,11,1,.451,,2
S45890977,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,05-20-2018,07:58 AM,eBird - Traveling Count,12,1,.74,,1
S46344161,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,05-27-2018,10:38 AM,eBird - Traveling Count,14,1,.772,,1,ON Occupied Nest
S46468303,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-09-2018,08:47 AM,eBird - Traveling Count,71,1,2.897,,2
S46672744,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-10-2018,05:14 PM,eBird - Traveling Count,37,1,.402,,1
S46547538,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-13-2018,09:00 AM,eBird - Traveling Count,23,1,.164,,3,H In Appropriate Habitat,Pair. Not breeding this year.,"With Willson Gaul and Larry Clarfield. F1 SW, dry, warm, good visibility and 8/8 cloud cover."
S46672751,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-16-2018,08:46 AM,eBird - Traveling Count,45,1,.402,,3
S46738605,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-20-2018,02:01 PM,eBird - Traveling Count,18,1,1.609,,1
S46738594,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-23-2018,10:45 AM,eBird - Stationary Count,10,1,,,2
S46868714,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-28-2018,06:00 PM,eBird - Traveling Count,18,1,.467,,2
S46934190,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-30-2018,08:24 AM,eBird - Stationary Count,15,1,,,3
S47332897,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-07-2018,08:34 AM,eBird - Stationary Count,10,1,,,1
S47332893,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-12-2018,08:36 AM,eBird - Stationary Count,10,1,,,1
S47491239,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-20-2018,05:50 PM,eBird - Stationary Count,15,1,,,1
S47332889,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-21-2018,08:32 AM,eBird - Stationary Count,15,1,,,1
S47491243,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-27-2018,06:57 PM,eBird - Stationary Count,15,1,,,1
S47645407,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-02-2018,02:40 PM,eBird - Stationary Count,10,1,,,1
S47821672,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-10-2018,06:13 PM,eBird - Traveling Count,15,1,.467,,1
S47898698,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-11-2018,08:19 AM,eBird - Stationary Count,10,1,,,1
S47885189,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-16-2018,06:03 PM,eBird - Traveling Count,11,1,.515,,2
S48009093,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-22-2018,06:41 PM,eBird - Stationary Count,4,1,,,1
S48103448,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-24-2018,05:45 PM,eBird - Stationary Count,10,1,,,1
S48287966,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-31-2018,05:52 PM,eBird - Stationary Count,13,1,,,1
S48493758,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-07-2018,06:37 PM,eBird - Stationary Count,10,1,,,1
S48493754,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-11-2018,06:16 PM,eBird - Stationary Count,5,1,,,1
S48940983,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-14-2018,05:59 PM,eBird - Stationary Count,11,1,,,1
S49136451,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-18-2018,08:12 AM,eBird - Stationary Count,10,1,,,1
S48940976,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-21-2018,05:54 PM,eBird - Traveling Count,14,1,.499,,1
S48664391,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-22-2018,11:56 AM,eBird - Traveling Count,9,1,.331,,1,,,"Calm, dry, mild, good visibility and 8/8 cloud cover. "
S49136433,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-25-2018,08:17 AM,eBird - Stationary Count,10,1,,,1
S48940970,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-28-2018,06:12 PM,eBird - Stationary Count,12,1,,,1
S49136425,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-02-2018,10:18 AM,eBird - Stationary Count,10,1,,,1
S48940965,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-04-2018,06:42 PM,eBird - Stationary Count,7,1,,,1
S49136315,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-09-2018,10:16 AM,eBird - Stationary Count,10,1,,,1
S49618357,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-16-2018,10:03 AM,eBird - Stationary Count,10,1,,,1
S49618351,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-16-2018,05:15 PM,eBird - Stationary Count,15,1,,,2
S49618349,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-23-2018,08:07 AM,eBird - Stationary Count,10,1,,,1
S49619009,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-26-2018,05:37 PM,eBird - Stationary Count,13,1,,,1
S49618343,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-30-2018,10:15 AM,eBird - Stationary Count,10,1,,,1
S49945678,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-08-2018,12:15 PM,eBird - Stationary Count,10,1,,,1
S49821465,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-10-2018,08:45 AM,eBird - Traveling Count,14,1,.402,,8,,,"With Kevin Cathcart, Ellie Roark, Jon Yearsley, Casey Patmore, Susan Doyle, Des Higgins, and Niall Keogh."
S50653391,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-24-2018,10:48 AM,eBird - Traveling Count,14,1,.66,,1
S50653374,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-12-2018,09:02 AM,eBird - Stationary Count,10,1,,,1
S50774032,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-17-2018,02:58 PM,eBird - Stationary Count,12,1,,,1
S50820605,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-19-2018,03:30 PM,eBird - Traveling Count,20,1,.322,,1
S51023042,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:00 PM,eBird - Stationary Count,5,1,,,2
S51023139,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:15 PM,eBird - Stationary Count,5,1,,,2
S51023214,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:30 PM,eBird - Stationary Count,5,1,,,2
S51023278,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:45 PM,eBird - Stationary Count,5,1,,,2
S51023377,Mute Swan,Cygnus olor,328,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,03:00 PM,eBird - Stationary Count,5,1,,,2
